Campaign;"Daily Budget";"Campaign Type";Networks;Languages;"DSA Website";"DSA Language";"DSA targeting source";"Targeting expansion";ID;Location;"Ad rotation";"Targeting method";"Exclusion method";"Bid Strategy Type";"Enhanced CPC";"Max CPC";"Ad Group Type";"Ad Group";"Ad type";"Description line 1";"Description line 2";"Dynamic Ad Target Condition 1";"Dynamic Ad Target Value 1";"Dynamic Ad Target Condition 2";"Dynamic Ad Target Value 2";"Dynamic Ad Target Condition 3";"Campaign Status";"Ad Group Status";Status
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Wrangler (2003-2006) _ FR429";;;;"URL equals";https://autoradio-fr.com/429-autoradio-gps-android-jeep-wrangler-2003-2006.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Wrangler (2003-2006) _ FR429";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Jeep Cherokee (2002-2007) _ FR430";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Cherokee (2002-2007) _ FR430";;;;"URL equals";https://autoradio-fr.com/430-autoradio-gps-android-jeep-cherokee-2002-2007.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Cherokee (2002-2007) _ FR430";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Jeep Grand Cherokee _ FR445";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Grand Cherokee _ FR445";;;;"URL equals";https://autoradio-fr.com/445-autoradio-gps-android-jeep-grand-cherokee.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Jeep Grand Cherokee _ FR445";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Fiat Strada _ FR447";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat Strada _ FR447";;;;"URL equals";https://autoradio-fr.com/447-autoradio-gps-android-fiat-strada.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat Strada _ FR447";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Fiat Punto _ FR451";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat Punto _ FR451";;;;"URL equals";https://autoradio-fr.com/451-autoradio-gps-android-4-4-fiat-punto.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat Punto _ FR451";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Fiat 500 _ FR452";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat 500 _ FR452";;;;"URL equals";https://autoradio-fr.com/452-autoradio-gps-android-4-4-fiat-500.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat 500 _ FR452";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Fiat 500 _ FR453";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat 500 _ FR453";;;;"URL equals";https://autoradio-fr.com/453-autoradio-gps-android-4-4-fiat-500.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Fiat 500 _ FR453";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Volkswagen Golf 7 (2013-2015) _ FR456";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen Golf 7 (2013-2015) _ FR456";;;;"URL equals";https://autoradio-fr.com/456-autoradio-gps-android-6-0-volkswagen-golf-7-2013-2015.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen Golf 7 (2013-2015) _ FR456";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Volkswagen  Tiguan  (2012-2015) _ FR457";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen  Tiguan  (2012-2015) _ FR457";;;;"URL equals";https://autoradio-fr.com/457-autoradio-gps-android-6-0-volkswagen-tiguan-2012-2015.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen  Tiguan  (2012-2015) _ FR457";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Skoda Superb 2016 _ FR458";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Superb 2016 _ FR458";;;;"URL equals";https://autoradio-fr.com/458-autoradio-gps-android-6-0-skoda-superb-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Superb 2016 _ FR458";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Skoda Rapid _ FR459";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Rapid _ FR459";;;;"URL equals";https://autoradio-fr.com/459-autoradio-gps-android-6-0-skoda-rapid.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Rapid _ FR459";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Volkswagen  Touran 2016 _ FR460";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen  Touran 2016 _ FR460";;;;"URL equals";https://autoradio-fr.com/460-autoradio-gps-android-6-0-volkswagen-touran-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Volkswagen  Touran 2016 _ FR460";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Skoda Yeti 2016 _ FR461";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Yeti 2016 _ FR461";;;;"URL equals";https://autoradio-fr.com/461-autoradio-gps-android-6-0-skoda-yeti-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Skoda Yeti 2016 _ FR461";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Mercedes Classe R _ FR462";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mercedes Classe R _ FR462";;;;"URL equals";https://autoradio-fr.com/462-autoradio-gps-android-6-0-mercedes-r-classe-sans-dvd.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mercedes Classe R _ FR462";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Mercedes Classe C _ FR463";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mercedes Classe C _ FR463";;;;"URL equals";https://autoradio-fr.com/463-autoradio-gps-android-6-0-mercedes-c-classe-sans-dvd.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mercedes Classe C _ FR463";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 8.0 Mercedes Smart (2015-2016) _ FR464";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mercedes Smart (2015-2016) _ FR464";;;;"URL equals";https://autoradio-fr.com/464-autoradio-gps-android-6-0-mercedes-smart-2015-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 8.0 Mercedes Smart (2015-2016) _ FR464";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 1 Série F20 (2011-2016) _ FR471";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 1 Série F20 (2011-2016) _ FR471";;;;"URL equals";https://autoradio-fr.com/471-autoradio-gps-android-4-4-bmw-1-series-f20-2011-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 1 Série F20 (2011-2016) _ FR471";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 1 Série F21 (2011-2016) _ FR472";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 1 Série F21 (2011-2016) _ FR472";;;;"URL equals";https://autoradio-fr.com/472-autoradio-gps-android-4-4-bmw-1-series-f21-2011-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 1 Série F21 (2011-2016) _ FR472";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 2 Série F22 (2013-2016) _ FR473";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série F22 (2013-2016) _ FR473";;;;"URL equals";https://autoradio-fr.com/473-autoradio-gps-android-4-4-bmw-2-series-f22-2013-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série F22 (2013-2016) _ FR473";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 2 Série F23 (2013-2016) _ FR474";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série F23 (2013-2016) _ FR474";;;;"URL equals";https://autoradio-fr.com/474-autoradio-gps-android-4-4-bmw-2-series-f23-2013-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série F23 (2013-2016) _ FR474";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 2 Série F45 (2013-2016) _ FR475";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série F45 (2013-2016) _ FR475";;;;"URL equals";https://autoradio-fr.com/475-autoradio-gps-android-4-4-bmw-2-series-f45-2013-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série F45 (2013-2016) _ FR475";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 2 Série Cabrio (2013-2016) _ FR476";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série Cabrio (2013-2016) _ FR476";;;;"URL equals";https://autoradio-fr.com/476-autoradio-gps-android-4-4-bmw-2-series-cabrio-2013-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 2 Série Cabrio (2013-2016) _ FR476";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 3 Série F30 (2013-2017) _ FR480";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 3 Série F30 (2013-2017) _ FR480";;;;"URL equals";https://autoradio-fr.com/480-autoradio-gps-android-4-4-bmw-3-series-f30-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 3 Série F30 (2013-2017) _ FR480";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 3 Série F31 (2013-2017) _ FR481";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 3 Série F31 (2013-2017) _ FR481";;;;"URL equals";https://autoradio-fr.com/481-autoradio-gps-android-4-4-bmw-3-series-f31-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 3 Série F31 (2013-2017) _ FR481";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 3 Série F34 (2013-2017) _ FR482";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 3 Série F34 (2013-2017) _ FR482";;;;"URL equals";https://autoradio-fr.com/482-autoradio-gps-android-4-4-bmw-3-series-f34-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 3 Série F34 (2013-2017) _ FR482";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 4 Série F32 (2013-2017) _ FR483";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 4 Série F32 (2013-2017) _ FR483";;;;"URL equals";https://autoradio-fr.com/483-autoradio-gps-android-4-4-bmw-4-series-f32-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 4 Série F32 (2013-2017) _ FR483";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 4 Série F33 (2013-2017) _ FR484";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 4 Série F33 (2013-2017) _ FR484";;;;"URL equals";https://autoradio-fr.com/484-autoradio-gps-android-4-4-bmw-4-series-f33-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 4 Série F33 (2013-2017) _ FR484";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 4 Série F36 (2013-2017) _ FR485";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 4 Série F36 (2013-2017) _ FR485";;;;"URL equals";https://autoradio-fr.com/485-autoradio-gps-android-4-4-bmw-4-series-f36-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 4 Série F36 (2013-2017) _ FR485";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW X1 F48 (2016-2017) _ FR487";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X1 F48 (2016-2017) _ FR487";;;;"URL equals";https://autoradio-fr.com/487-autoradio-gps-android-4-4-bmw-x1-f48-2016-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X1 F48 (2016-2017) _ FR487";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW X1 E48 (2009-2015) _ FR488";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X1 E48 (2009-2015) _ FR488";;;;"URL equals";https://autoradio-fr.com/488-autoradio-gps-android-4-4-bmw-x1-e48-2009-2015.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X1 E48 (2009-2015) _ FR488";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW X3 F25 (2013-2017) _ FR489";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X3 F25 (2013-2017) _ FR489";;;;"URL equals";https://autoradio-fr.com/489-autoradio-gps-android-4-4-bmw-x3-f25-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X3 F25 (2013-2017) _ FR489";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW X4 F26 (2013-2017) _ FR490";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X4 F26 (2013-2017) _ FR490";;;;"URL equals";https://autoradio-fr.com/490-autoradio-gps-android-4-4-bmw-x4-f26-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X4 F26 (2013-2017) _ FR490";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 5 Série F10 (2013-2017) _ FR491";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F10 (2013-2017) _ FR491";;;;"URL equals";https://autoradio-fr.com/491-autoradio-gps-android-4-4-bmw-5-series-f10-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F10 (2013-2017) _ FR491";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 5 Série F11 (2013-2017) _ FR492";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F11 (2013-2017) _ FR492";;;;"URL equals";https://autoradio-fr.com/492-autoradio-gps-android-4-4-bmw-5-series-f11-2013-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F11 (2013-2017) _ FR492";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 5 Série F10 (2011-2013) _ FR493";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F10 (2011-2013) _ FR493";;;;"URL equals";https://autoradio-fr.com/493-autoradio-gps-android-4-4-bmw-5-series-f10-2011-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F10 (2011-2013) _ FR493";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW 5 Série F11 (2011-2013) _ FR494";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F11 (2011-2013) _ FR494";;;;"URL equals";https://autoradio-fr.com/494-autoradio-gps-android-4-4-bmw-5-series-f11-2011-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW 5 Série F11 (2011-2013) _ FR494";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio GPS Android 9.0 BMW X5 E70 (2011-2013) _ FR495";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio GPS Android 9.0 BMW X5 E70 (2011-2013) _ FR495";;;;"URL equals";https://autoradio-fr.com/495-autoradio-gps-android-4-4-bmw-x5-e70-2011-213.html;None;;None;Paused;Enabled;Enabled
